TicketID,Date,Weekday,Region,Channel,Category,Priority,AssignedAgent,HandleTimeMinutes,ResolutionHours,SLA_Target_Hours,SLA_Breached,Escalated,FirstContactResolution,CSAT_Score
T100973,2025-07-21,Monday,East,Chat,Technical Issue,Medium,Agent_13,11.1,43.1,24,Yes,Yes,No,1
T100974,2025-03-30,Sunday,West,Phone,Complaint,High,Agent_13,25.3,2.4,8,No,No,No,5
T100975,2025-07-04,Friday,West,Phone,Refund Request,Low,Agent_05,11.1,31.6,48,No,No,Yes,3
T100976,2025-02-06,Thursday,North,Phone,Technical Issue,Medium,Agent_22,23.2,10.1,24,No,No,Yes,5
T100977,2025-03-11,Tuesday,North,Phone,Technical Issue,High,Agent_15,12.4,4.4,8,No,Yes,No,3
T100978,2025-08-06,Wednesday,South,Email,Technical Issue,High,Agent_18,32.0,8.0,8,Yes,No,Yes,1
T100979,2025-07-16,Wednesday,East,Phone,Technical Issue,Low,Agent_20,14.5,60.9,48,Yes,No,Yes,1
T100980,2025-09-13,Saturday,South,Chat,Policy Change,Critical,Agent_14,17.8,0.8,4,No,No,No,3
T100981,2025-07-07,Monday,North,Portal,Complaint,High,Agent_16,28.2,13.1,8,Yes,Yes,No,2
T100982,2025-09-04,Thursday,North,Phone,Refund Request,Critical,Agent_17,12.0,0.8,4,No,Yes,No,1
T100983,2025-08-27,Wednesday,North,Email,Complaint,Low,Agent_03,34.0,38.1,48,No,No,Yes,2
T100984,2025-02-09,Sunday,East,Chat,Policy Change,High,Agent_18,12.1,10.1,8,Yes,No,Yes,3
T100985,2025-08-29,Friday,West,Email,Technical Issue,High,Agent_19,31.8,0.5,8,No,No,Yes,3
T100986,2025-08-04,Monday,East,Portal,Policy Change,Low,Agent_10,21.6,21.4,48,No,No,Yes,1
T100987,2025-06-05,Thursday,East,Phone,Technical Issue,Low,Agent_19,25.5,35.3,48,No,Yes,No,4
T100988,2025-05-30,Friday,North,Phone,Billing,Medium,Agent_05,10.8,16.8,24,No,No,Yes,3
T100989,2025-05-23,Friday,East,Phone,Policy Change,High,Agent_09,23.8,5.8,8,No,No,Yes,1
T100990,2025-01-08,Wednesday,North,Chat,Complaint,Low,Agent_24,20.9,39.6,48,No,No,Yes,4
T100991,2025-08-17,Sunday,East,Chat,Policy Change,Low,Agent_23,23.1,30.6,48,No,No,No,2
T100992,2025-04-03,Thursday,North,Phone,Billing,Medium,Agent_05,8.2,16.5,24,No,No,Yes,4
T100993,2025-03-20,Thursday,West,Chat,Technical Issue,Medium,Agent_25,19.6,12.2,24,No,No,Yes,4
T100994,2025-08-14,Thursday,South,Phone,Refund Request,Low,Agent_12,12.7,2.1,48,No,No,No,3
T100995,2025-05-16,Friday,North,Phone,Technical Issue,Medium,Agent_13,15.2,11.0,24,No,No,Yes,4
T100996,2025-09-01,Monday,South,Email,Refund Request,Medium,Agent_13,35.7,20.1,24,No,Yes,Yes,1
T100997,2025-08-11,Monday,North,Phone,Technical Issue,Medium,Agent_13,29.1,13.5,24,No,No,Yes,1
T100998,2025-01-22,Wednesday,North,Portal,Refund Request,Critical,Agent_12,15.1,7.0,4,Yes,Yes,Yes,1
T100999,2025-05-20,Tuesday,East,Phone,Billing,Medium,Agent_09,10.2,4.6,24,No,No,Yes,3
T101000,2025-07-20,Sunday,West,Chat,Refund Request,High,Agent_08,16.0,6.4,8,No,No,Yes,2
T101001,2025-04-10,Thursday,East,Chat,Claim Status,Medium,Agent_11,13.3,0.8,24,No,No,Yes,3
T101002,2025-01-05,Sunday,North,Phone,Billing,Low,Agent_17,15.4,37.1,48,No,No,Yes,4
T101003,2025-08-17,Sunday,East,Phone,Policy Change,Low,Agent_09,22.9,35.9,48,No,No,Yes,1
T101004,2025-01-13,Monday,North,Phone,Complaint,High,Agent_22,18.6,0.6,8,No,No,Yes,5
T101005,2025-04-22,Tuesday,North,Chat,Billing,High,Agent_03,3.8,0.5,8,No,No,Yes,5
T101006,2025-03-08,Saturday,West,Chat,Refund Request,High,Agent_19,9.7,3.2,8,No,Yes,Yes,3
T101007,2025-02-26,Wednesday,South,Phone,Technical Issue,Critical,Agent_22,16.0,0.8,4,No,No,No,3
T101008,2025-08-21,Thursday,East,Chat,Refund Request,High,Agent_22,12.4,5.7,8,No,No,Yes,4
T101009,2025-06-15,Sunday,East,Phone,Billing,High,Agent_09,8.0,7.8,8,No,No,No,1
T101010,2025-07-15,Tuesday,West,Phone,Billing,Critical,Agent_09,11.6,4.1,4,Yes,Yes,Yes,1
T101011,2025-04-02,Wednesday,West,Phone,Claim Status,Medium,Agent_20,22.4,10.9,24,No,No,Yes,4
T101012,2025-09-09,Tuesday,North,Phone,Technical Issue,Medium,Agent_07,20.9,0.5,24,No,No,Yes,4
T101013,2025-02-24,Monday,West,Chat,Billing,Low,Agent_02,5.2,19.8,48,No,No,Yes,3
T101014,2025-05-09,Friday,West,Phone,Technical Issue,Medium,Agent_05,17.6,12.3,24,No,No,No,3
T101015,2025-01-01,Wednesday,North,Chat,Policy Change,High,Agent_05,19.9,9.8,8,Yes,No,Yes,1
T101016,2025-07-20,Sunday,North,Email,Technical Issue,Medium,Agent_16,29.2,14.5,24,No,No,Yes,3
T101017,2025-02-05,Wednesday,South,Phone,Refund Request,Medium,Agent_25,13.8,20.4,24,No,No,Yes,4
T101018,2025-07-03,Thursday,East,Chat,Technical Issue,Medium,Agent_02,21.4,21.6,24,No,No,No,2
T101019,2025-02-16,Sunday,East,Email,Policy Change,High,Agent_03,40.8,6.5,8,No,No,Yes,4
T101020,2025-05-29,Thursday,South,Phone,Billing,Medium,Agent_13,10.6,19.1,24,No,No,Yes,2
T101021,2025-06-03,Tuesday,West,Portal,Refund Request,Medium,Agent_23,15.0,11.2,24,No,No,No,2
T101022,2025-02-13,Thursday,West,Chat,Claim Status,Low,Agent_02,13.6,62.7,48,Yes,No,Yes,1
T101023,2025-05-03,Saturday,West,Email,Complaint,Medium,Agent_21,38.8,50.4,24,Yes,Yes,No,1
T101024,2025-08-19,Tuesday,North,Phone,Billing,High,Agent_11,19.5,7.5,8,No,No,No,2
T101025,2025-01-22,Wednesday,West,Phone,Refund Request,Medium,Agent_22,8.4,9.6,24,No,No,Yes,3
T101026,2025-03-18,Tuesday,South,Portal,Billing,Low,Agent_24,21.0,4.3,48,No,No,Yes,1
T101027,2025-01-10,Friday,West,Portal,Complaint,Low,Agent_02,29.5,18.3,48,No,No,Yes,5
T101028,2025-03-08,Saturday,North,Phone,Billing,High,Agent_10,5.5,0.5,8,No,No,No,3
T101029,2025-02-19,Wednesday,West,Chat,Complaint,High,Agent_03,9.9,4.0,8,No,No,Yes,4
T101030,2025-02-24,Monday,North,Email,Complaint,Low,Agent_08,30.7,30.9,48,No,No,Yes,1
T101031,2025-04-14,Monday,West,Phone,Refund Request,Medium,Agent_22,14.2,10.5,24,No,No,No,5
T101032,2025-03-03,Monday,South,Phone,Claim Status,Low,Agent_25,7.4,16.0,48,No,No,Yes,3
T101033,2025-03-30,Sunday,East,Phone,Policy Change,High,Agent_05,15.0,8.5,8,Yes,No,Yes,3
T101034,2025-03-28,Friday,East,Chat,Technical Issue,Critical,Agent_08,17.8,1.3,4,No,No,Yes,1
T101035,2025-01-21,Tuesday,South,Phone,Refund Request,Medium,Agent_20,19.1,31.7,24,Yes,No,Yes,4
T101036,2025-03-22,Saturday,North,Portal,Billing,Low,Agent_01,24.0,36.4,48,No,No,Yes,4
T101037,2025-02-15,Saturday,East,Email,Technical Issue,Low,Agent_23,29.7,34.1,48,No,No,Yes,2
T101038,2025-03-15,Saturday,East,Email,Technical Issue,Critical,Agent_08,30.8,3.0,4,No,No,Yes,1
T101039,2025-01-20,Monday,South,Chat,Complaint,Medium,Agent_03,12.8,15.2,24,No,No,No,2
T101040,2025-06-04,Wednesday,East,Email,Complaint,Low,Agent_08,36.3,48.9,48,Yes,No,Yes,4
T101041,2025-02-18,Tuesday,East,Portal,Complaint,Low,Agent_17,21.1,50.5,48,Yes,No,Yes,1
T101042,2025-04-17,Thursday,East,Phone,Billing,Medium,Agent_05,8.6,18.9,24,No,No,Yes,2
T101043,2025-08-31,Sunday,West,Phone,Refund Request,Low,Agent_02,14.6,2.4,48,No,No,Yes,3
T101044,2025-07-06,Sunday,East,Phone,Policy Change,Medium,Agent_11,33.5,2.7,24,No,No,Yes,5
T101045,2025-08-21,Thursday,North,Phone,Billing,Low,Agent_18,16.4,40.5,48,No,No,Yes,3
T101046,2025-01-15,Wednesday,West,Email,Billing,High,Agent_08,30.0,0.8,8,No,No,Yes,5
T101047,2025-06-16,Monday,West,Phone,Refund Request,Low,Agent_11,15.5,14.7,48,No,No,No,2
T101048,2025-02-26,Wednesday,East,Phone,Claim Status,Medium,Agent_24,29.8,19.4,24,No,No,No,2
T101049,2025-04-13,Sunday,West,Portal,Billing,Medium,Agent_16,10.5,7.5,24,No,No,Yes,2
T101050,2025-01-28,Tuesday,West,Phone,Complaint,Low,Agent_15,13.3,21.4,48,No,Yes,Yes,1
T101051,2025-03-11,Tuesday,West,Chat,Refund Request,Critical,Agent_12,14.2,4.5,4,Yes,No,Yes,1
T101052,2025-04-14,Monday,East,Phone,Refund Request,Low,Agent_19,16.4,79.8,48,Yes,Yes,Yes,1
T101053,2025-02-26,Wednesday,West,Email,Claim Status,Medium,Agent_25,29.7,10.4,24,No,No,No,2
T101054,2025-06-01,Sunday,South,Chat,Refund Request,High,Agent_20,17.9,5.4,8,No,No,Yes,5
T101055,2025-04-28,Monday,North,Email,Complaint,High,Agent_16,33.2,0.5,8,No,No,No,5
T101056,2025-04-21,Monday,West,Chat,Policy Change,High,Agent_01,9.7,14.6,8,Yes,Yes,Yes,1
T101057,2025-05-07,Wednesday,South,Phone,Complaint,High,Agent_08,24.1,3.3,8,No,No,No,3
T101058,2025-03-18,Tuesday,North,Email,Billing,Critical,Agent_02,26.1,1.9,4,No,No,Yes,3
T101059,2025-09-16,Tuesday,North,Email,Technical Issue,High,Agent_16,29.3,0.5,8,No,No,Yes,3
T101060,2025-02-20,Thursday,West,Email,Billing,High,Agent_18,23.8,5.8,8,No,No,Yes,2
T101061,2025-07-28,Monday,South,Phone,Policy Change,Medium,Agent_08,21.0,0.8,24,No,Yes,No,5
T101062,2025-01-09,Thursday,West,Chat,Claim Status,Medium,Agent_23,16.2,20.6,24,No,No,Yes,1
T101063,2025-01-13,Monday,West,Email,Claim Status,Medium,Agent_23,29.5,11.1,24,No,No,Yes,1
T101064,2025-07-09,Wednesday,West,Chat,Billing,Low,Agent_21,8.7,43.0,48,No,No,No,5
T101065,2025-06-20,Friday,North,Phone,Policy Change,Critical,Agent_23,12.7,6.1,4,Yes,Yes,Yes,1
T101066,2025-04-17,Thursday,North,Chat,Policy Change,Critical,Agent_24,19.3,3.5,4,No,No,Yes,4
T101067,2025-09-21,Sunday,East,Portal,Billing,Medium,Agent_13,8.5,5.5,24,No,No,Yes,5
T101068,2025-01-21,Tuesday,East,Email,Refund Request,High,Agent_18,33.5,8.7,8,Yes,No,Yes,4
T101069,2025-04-15,Tuesday,South,Portal,Claim Status,Low,Agent_18,22.2,33.5,48,No,No,Yes,3
T101070,2025-09-02,Tuesday,South,Chat,Claim Status,Medium,Agent_11,7.0,19.5,24,No,No,Yes,4
T101071,2025-05-17,Saturday,West,Phone,Billing,Medium,Agent_12,11.9,17.2,24,No,Yes,No,3
T101072,2025-09-14,Sunday,North,Email,Complaint,High,Agent_22,31.6,3.6,8,No,No,Yes,1
T101073,2025-05-30,Friday,West,Chat,Refund Request,High,Agent_23,19.1,4.1,8,No,No,No,5
T101074,2025-02-03,Monday,South,Portal,Technical Issue,Low,Agent_03,24.1,32.7,48,No,No,Yes,2
T101075,2025-04-02,Wednesday,East,Portal,Billing,Low,Agent_04,6.7,28.0,48,No,No,Yes,2
T101076,2025-02-27,Thursday,South,Email,Claim Status,Critical,Agent_17,28.8,3.6,4,No,No,Yes,1
T101077,2025-01-12,Sunday,East,Email,Refund Request,Critical,Agent_18,26.1,2.7,4,No,No,Yes,1
T101078,2025-08-31,Sunday,East,Email,Refund Request,Low,Agent_21,42.0,135.9,48,Yes,Yes,Yes,2
T101079,2025-02-02,Sunday,North,Portal,Claim Status,Medium,Agent_17,22.6,21.6,24,No,No,Yes,4
T101080,2025-07-30,Wednesday,East,Chat,Policy Change,Medium,Agent_16,12.6,27.1,24,Yes,No,Yes,4
T101081,2025-08-16,Saturday,West,Phone,Claim Status,Low,Agent_10,14.7,9.8,48,No,No,Yes,1
T101082,2025-05-14,Wednesday,South,Email,Policy Change,High,Agent_25,33.5,2.8,8,No,No,No,3
T101083,2025-03-17,Monday,East,Phone,Claim Status,Critical,Agent_20,13.6,2.2,4,No,No,Yes,1
T101084,2025-05-27,Tuesday,South,Portal,Refund Request,High,Agent_23,20.6,5.9,8,No,No,Yes,4
T101085,2025-03-20,Thursday,South,Phone,Billing,Medium,Agent_11,17.3,9.4,24,No,No,No,1
T101086,2025-08-14,Thursday,East,Email,Claim Status,High,Agent_18,26.6,12.9,8,Yes,No,Yes,4
T101087,2025-06-12,Thursday,East,Phone,Technical Issue,Critical,Agent_18,27.0,6.6,4,Yes,Yes,No,2
T101088,2025-06-04,Wednesday,North,Portal,Technical Issue,High,Agent_16,17.2,9.0,8,Yes,No,Yes,2
T101089,2025-08-23,Saturday,East,Phone,Refund Request,Critical,Agent_18,11.6,5.6,4,Yes,No,Yes,4
T101090,2025-06-19,Thursday,East,Email,Policy Change,Critical,Agent_25,35.1,4.9,4,Yes,Yes,Yes,1
T101091,2025-03-17,Monday,West,Phone,Billing,Medium,Agent_24,8.6,8.7,24,No,No,No,5
T101092,2025-01-21,Tuesday,South,Chat,Billing,Low,Agent_10,9.5,30.7,48,No,No,No,5
T101093,2025-04-23,Wednesday,West,Email,Policy Change,Medium,Agent_02,28.0,13.9,24,No,No,Yes,1
T101094,2025-04-10,Thursday,South,Chat,Policy Change,Low,Agent_07,13.0,29.0,48,No,No,Yes,4
T101095,2025-08-17,Sunday,North,Portal,Technical Issue,Medium,Agent_07,17.1,13.9,24,No,No,No,1
T101096,2025-09-19,Friday,North,Portal,Policy Change,Low,Agent_13,27.3,50.4,48,Yes,No,Yes,4
T101097,2025-08-07,Thursday,East,Email,Billing,Medium,Agent_10,24.1,28.3,24,Yes,No,Yes,2
T101098,2025-06-07,Saturday,West,Portal,Billing,High,Agent_07,21.5,3.3,8,No,No,Yes,3
T101099,2025-08-16,Saturday,West,Chat,Policy Change,High,Agent_06,15.0,6.1,8,No,No,Yes,3
T101100,2025-08-06,Wednesday,West,Phone,Complaint,Low,Agent_20,26.4,28.9,48,No,No,No,3
T101101,2025-04-17,Thursday,East,Email,Complaint,Low,Agent_11,29.2,68.8,48,Yes,No,Yes,3
T101102,2025-07-12,Saturday,North,Phone,Refund Request,Medium,Agent_09,15.3,21.5,24,No,No,Yes,4
T101103,2025-08-25,Monday,South,Phone,Technical Issue,Medium,Agent_10,24.5,19.5,24,No,No,Yes,1
T101104,2025-01-22,Wednesday,East,Chat,Policy Change,Medium,Agent_16,8.9,46.6,24,Yes,Yes,No,1
T101105,2025-04-25,Friday,North,Chat,Claim Status,Medium,Agent_09,13.3,13.8,24,No,No,Yes,2
T101106,2025-08-30,Saturday,North,Chat,Policy Change,Low,Agent_14,19.2,49.9,48,Yes,No,No,1
T101107,2025-05-06,Tuesday,North,Phone,Policy Change,Critical,Agent_16,21.4,1.9,4,No,No,Yes,5
T101108,2025-02-04,Tuesday,East,Chat,Complaint,High,Agent_14,15.3,5.3,8,No,No,No,5
T101109,2025-09-01,Monday,North,Email,Refund Request,Low,Agent_19,30.2,39.2,48,No,Yes,No,4
T101110,2025-03-25,Tuesday,North,Phone,Technical Issue,Low,Agent_23,12.7,58.8,48,Yes,No,Yes,1
T101111,2025-03-25,Tuesday,North,Phone,Technical Issue,High,Agent_21,18.0,3.3,8,No,No,No,2
T101112,2025-07-02,Wednesday,North,Phone,Complaint,Critical,Agent_21,25.2,5.4,4,Yes,No,Yes,4
T101113,2025-09-21,Sunday,South,Chat,Claim Status,Low,Agent_25,16.4,23.6,48,No,No,Yes,4
T101114,2025-03-27,Thursday,East,Portal,Refund Request,Low,Agent_10,23.5,75.0,48,Yes,No,Yes,1
T101115,2025-07-05,Saturday,North,Email,Policy Change,Low,Agent_05,30.6,48.2,48,Yes,No,Yes,1
T101116,2025-09-23,Tuesday,East,Email,Technical Issue,Medium,Agent_14,31.4,5.7,24,No,No,No,2
T101117,2025-03-25,Tuesday,North,Phone,Complaint,High,Agent_08,20.5,4.2,8,No,Yes,No,1
T101118,2025-09-27,Saturday,North,Email,Billing,High,Agent_04,22.2,11.0,8,Yes,No,No,2
T101119,2025-01-09,Thursday,West,Phone,Refund Request,Low,Agent_12,21.1,15.1,48,No,No,Yes,5
T101120,2025-08-15,Friday,East,Phone,Policy Change,High,Agent_01,12.1,3.1,8,No,No,Yes,4
T101121,2025-03-02,Sunday,South,Phone,Refund Request,Medium,Agent_05,19.0,42.5,24,Yes,Yes,Yes,1
T101122,2025-03-06,Thursday,South,Phone,Billing,Medium,Agent_14,11.6,19.1,24,No,No,Yes,3
T101123,2025-02-27,Thursday,North,Phone,Technical Issue,Medium,Agent_25,21.5,16.3,24,No,No,No,1
T101124,2025-04-11,Friday,North,Phone,Refund Request,Medium,Agent_17,18.6,8.3,24,No,No,Yes,5
T101125,2025-08-29,Friday,North,Portal,Billing,Medium,Agent_03,13.0,28.7,24,Yes,No,Yes,3
T101126,2025-01-06,Monday,North,Chat,Complaint,Medium,Agent_07,23.8,16.4,24,No,No,Yes,4
T101127,2025-04-13,Sunday,South,Chat,Billing,Low,Agent_03,12.0,23.1,48,No,No,Yes,5
T101128,2025-05-23,Friday,East,Email,Complaint,High,Agent_25,35.4,8.8,8,Yes,Yes,Yes,1
T101129,2025-09-16,Tuesday,North,Phone,Complaint,Low,Agent_25,18.6,4.2,48,No,No,Yes,3
T101130,2025-04-22,Tuesday,South,Portal,Claim Status,Medium,Agent_25,22.6,17.9,24,No,No,No,5
T101131,2025-02-20,Thursday,South,Portal,Refund Request,Medium,Agent_16,24.3,22.3,24,No,No,Yes,1
T101132,2025-04-05,Saturday,West,Chat,Billing,High,Agent_06,8.6,10.7,8,Yes,No,Yes,2
T101133,2025-07-14,Monday,West,Phone,Claim Status,Low,Agent_14,14.2,42.2,48,No,No,Yes,3
T101134,2025-06-10,Tuesday,North,Email,Complaint,Medium,Agent_05,31.0,17.1,24,No,No,Yes,3
T101135,2025-07-04,Friday,East,Chat,Billing,Medium,Agent_03,12.1,18.5,24,No,No,Yes,1
T101136,2025-03-01,Saturday,West,Phone,Complaint,Medium,Agent_24,22.7,6.4,24,No,No,Yes,4
T101137,2025-08-16,Saturday,South,Chat,Policy Change,Low,Agent_14,14.4,35.1,48,No,No,Yes,2
T101138,2025-02-05,Wednesday,West,Portal,Policy Change,Low,Agent_06,13.5,58.2,48,Yes,No,Yes,4
T101139,2025-09-09,Tuesday,North,Email,Complaint,Medium,Agent_22,38.9,7.5,24,No,No,Yes,4
T101140,2025-03-03,Monday,South,Email,Refund Request,Critical,Agent_19,25.0,5.1,4,Yes,Yes,Yes,1
T101141,2025-03-28,Friday,North,Email,Claim Status,Low,Agent_11,34.8,30.7,48,No,No,Yes,5
T101142,2025-07-26,Saturday,North,Phone,Technical Issue,Medium,Agent_24,20.1,23.9,24,No,No,Yes,4
T101143,2025-05-20,Tuesday,West,Email,Refund Request,Critical,Agent_20,36.7,5.5,4,Yes,Yes,No,1
T101144,2025-09-19,Friday,East,Phone,Technical Issue,Low,Agent_04,18.3,56.0,48,Yes,No,Yes,1
T101145,2025-09-08,Monday,West,Phone,Claim Status,Low,Agent_01,19.2,79.5,48,Yes,No,No,4
T101146,2025-01-28,Tuesday,North,Email,Billing,Medium,Agent_06,26.1,13.8,24,No,No,Yes,1
T101147,2025-06-17,Tuesday,South,Phone,Complaint,High,Agent_04,21.7,5.2,8,No,No,Yes,4
T101148,2025-09-24,Wednesday,West,Chat,Claim Status,Medium,Agent_10,18.2,5.2,24,No,No,Yes,1
T101149,2025-09-09,Tuesday,East,Email,Complaint,Low,Agent_18,26.0,33.2,48,No,No,Yes,5
T101150,2025-01-17,Friday,West,Portal,Billing,Medium,Agent_13,14.7,13.6,24,No,No,Yes,1
T101151,2025-07-12,Saturday,West,Email,Billing,Medium,Agent_06,19.7,39.6,24,Yes,No,Yes,1
T101152,2025-06-05,Thursday,South,Email,Claim Status,High,Agent_10,22.5,4.6,8,No,No,Yes,4
T101153,2025-09-07,Sunday,North,Chat,Technical Issue,Medium,Agent_22,20.4,14.9,24,No,No,Yes,2
T101154,2025-08-29,Friday,West,Chat,Claim Status,Low,Agent_17,2.0,40.7,48,No,Yes,No,2
T101155,2025-09-11,Thursday,West,Chat,Policy Change,Critical,Agent_25,13.9,2.5,4,No,No,No,1
T101156,2025-06-14,Saturday,North,Phone,Billing,High,Agent_05,12.3,10.4,8,Yes,No,Yes,2
T101157,2025-06-28,Saturday,North,Chat,Refund Request,Medium,Agent_11,20.8,10.5,24,No,No,Yes,2
T101158,2025-08-08,Friday,East,Portal,Technical Issue,Low,Agent_12,30.5,58.9,48,Yes,No,Yes,2
T101159,2025-05-06,Tuesday,South,Phone,Policy Change,Low,Agent_19,17.2,60.5,48,Yes,No,Yes,4
T101160,2025-02-03,Monday,East,Phone,Claim Status,Medium,Agent_01,17.6,19.5,24,No,Yes,Yes,2
T101161,2025-08-24,Sunday,West,Chat,Technical Issue,Low,Agent_09,19.7,36.5,48,No,No,Yes,5
T101162,2025-08-29,Friday,North,Portal,Technical Issue,Medium,Agent_19,23.2,34.0,24,Yes,No,Yes,1
T101163,2025-02-20,Thursday,West,Phone,Refund Request,Medium,Agent_07,13.6,20.8,24,No,No,Yes,4
T101164,2025-09-15,Monday,East,Phone,Policy Change,Critical,Agent_12,10.9,2.4,4,No,No,Yes,2
T101165,2025-04-14,Monday,West,Chat,Billing,Low,Agent_18,9.7,37.7,48,No,Yes,No,1
T101166,2025-01-25,Saturday,East,Portal,Technical Issue,Medium,Agent_08,23.9,26.3,24,Yes,No,No,4
T101167,2025-02-17,Monday,North,Chat,Policy Change,Medium,Agent_03,13.4,14.5,24,No,No,Yes,1
T101168,2025-09-01,Monday,West,Phone,Billing,High,Agent_21,10.9,7.0,8,No,Yes,Yes,1
T101169,2025-06-03,Tuesday,West,Chat,Policy Change,Medium,Agent_07,10.2,20.3,24,No,No,Yes,3
T101170,2025-05-09,Friday,West,Chat,Complaint,High,Agent_06,20.0,4.2,8,No,No,No,2
T101171,2025-09-22,Monday,South,Chat,Claim Status,Critical,Agent_22,8.9,1.4,4,No,Yes,Yes,1
T101172,2025-08-28,Thursday,East,Portal,Complaint,High,Agent_20,26.7,7.8,8,No,No,No,1
T101173,2025-08-11,Monday,North,Email,Policy Change,Low,Agent_15,28.8,40.9,48,No,No,Yes,1
T101174,2025-03-19,Wednesday,East,Chat,Technical Issue,High,Agent_11,14.0,9.5,8,Yes,No,No,3
T101175,2025-02-02,Sunday,South,Chat,Policy Change,Medium,Agent_10,15.2,0.5,24,No,No,Yes,4
T101176,2025-05-12,Monday,South,Email,Billing,Low,Agent_05,22.9,11.9,48,No,No,Yes,3
T101177,2025-05-06,Tuesday,East,Email,Complaint,Medium,Agent_14,25.8,3.8,24,No,No,Yes,2
T101178,2025-01-19,Sunday,South,Phone,Claim Status,Low,Agent_01,24.3,39.5,48,No,No,Yes,5
T101179,2025-05-23,Friday,South,Chat,Billing,Medium,Agent_24,12.3,40.4,24,Yes,Yes,Yes,2
T101180,2025-01-29,Wednesday,North,Phone,Policy Change,High,Agent_03,17.7,4.8,8,No,No,Yes,5
T101181,2025-07-28,Monday,East,Chat,Billing,Critical,Agent_13,8.6,7.1,4,Yes,Yes,Yes,1
T101182,2025-03-13,Thursday,South,Phone,Refund Request,Critical,Agent_17,17.0,4.8,4,Yes,No,Yes,3
T101183,2025-09-25,Thursday,East,Email,Billing,Medium,Agent_08,18.0,29.1,24,Yes,No,Yes,1
T101184,2025-06-10,Tuesday,East,Chat,Refund Request,High,Agent_13,16.9,9.8,8,Yes,No,No,4
T101185,2025-05-01,Thursday,West,Phone,Billing,Low,Agent_06,19.6,40.6,48,No,No,Yes,5
T101186,2025-05-21,Wednesday,West,Email,Complaint,Medium,Agent_02,35.4,12.4,24,No,Yes,No,2
T101187,2025-02-27,Thursday,East,Email,Technical Issue,Low,Agent_22,38.1,10.4,48,No,No,Yes,3
T101188,2025-05-23,Friday,South,Email,Refund Request,High,Agent_12,24.7,6.9,8,No,No,Yes,4
T101189,2025-01-11,Saturday,North,Chat,Refund Request,Medium,Agent_02,16.2,0.5,24,No,No,Yes,4
T101190,2025-05-03,Saturday,East,Chat,Policy Change,Critical,Agent_21,10.4,7.4,4,Yes,Yes,Yes,3
T101191,2025-03-04,Tuesday,South,Portal,Technical Issue,High,Agent_01,32.3,13.9,8,Yes,Yes,No,1
T101192,2025-05-11,Sunday,East,Phone,Claim Status,Low,Agent_10,12.8,29.5,48,No,No,Yes,1
T101193,2025-03-24,Monday,West,Chat,Refund Request,High,Agent_14,13.4,7.4,8,No,No,Yes,1
T101194,2025-05-21,Wednesday,North,Chat,Technical Issue,High,Agent_16,16.7,6.4,8,No,No,Yes,1
T101195,2025-06-20,Friday,West,Portal,Billing,Medium,Agent_06,14.1,3.7,24,No,No,Yes,5
T101196,2025-09-17,Wednesday,North,Email,Complaint,High,Agent_24,40.6,10.2,8,Yes,No,No,4
T101197,2025-06-17,Tuesday,West,Chat,Billing,Medium,Agent_21,9.3,19.5,24,No,No,Yes,4
T101198,2025-08-16,Saturday,South,Phone,Claim Status,Medium,Agent_21,14.6,31.1,24,Yes,No,No,1
T101199,2025-02-12,Wednesday,North,Phone,Complaint,Critical,Agent_23,22.8,5.5,4,Yes,Yes,No,1
T101200,2025-03-08,Saturday,West,Chat,Policy Change,Medium,Agent_15,25.9,23.5,24,No,No,Yes,1
